device_id,latitude,longitude,snapshot_datetime,collector_id,destination_request_id
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:31:56.402745,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:32:01.409834,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:32:06.445292,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:32:11.501624,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:32:29.966569,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:32:35.054620,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:32:39.936178,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:32:44.935590,51.0,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:36:33.116122,51.0,
b8e1d679ea29c711,27.2040354,31.1748048,2022-01-05 16:36:34.933793,51.0,
b8e1d679ea29c711,27.2040354,31.1748048,2022-01-05 16:36:39.988983,51.0,
b8e1d679ea29c711,27.2040349,31.1748049,2022-01-05 16:36:54.966297,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:36:59.831409,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:04.937784,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:09.931260,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:14.926847,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:19.959220,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:24.895726,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:30.233560,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:41.220120,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:45.030019,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:50.141332,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:37:54.962325,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:00.689286,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:04.957922,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:09.963168,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:14.919936,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:20.151503,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:24.914433,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:30.098128,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:35.545715,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:38:39.979095,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:00.769463,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:04.935725,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:09.966910,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:15.714004,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:20.598483,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:24.950103,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:30.717035,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:34.942873,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:39.975882,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:44.966210,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:50.518667,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:39:54.978947,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:00.076155,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:05.006678,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:10.068046,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:14.958205,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:19.980315,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:26.064763,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:29.927944,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:35.174453,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:39.996965,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:45.147571,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:50.001181,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:40:54.943204,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:00.404778,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:04.978059,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:10.023167,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:15.097294,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:20.129634,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:26.097518,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:30.197053,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:34.947112,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:41:55.566629,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:42:00.416676,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:42:04.950642,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:42:24.217181,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:42:29.229269,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:42:49.948010,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:42:55.017952,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:42:59.972777,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:43:04.891749,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:43:09.915435,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:43:14.989752,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:43:19.872570,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:43:24.895568,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:43:29.954633,51.0,
b8e1d679ea29c711,27.2040375,31.1748072,2022-01-05 16:43:35.589629,51.0,
b8e1d679ea29c711,27.2040342,31.1748044,2022-01-05 16:43:49.845341,51.0,
b8e1d679ea29c711,27.2040366,31.174807,2022-01-05 16:43:54.862421,51.0,
b8e1d679ea29c711,27.2040366,31.174807,2022-01-05 16:43:59.986485,51.0,
b8e1d679ea29c711,27.2040366,31.174807,2022-01-05 16:44:04.926225,51.0,
b8e1d679ea29c711,27.2040366,31.174807,2022-01-05 16:44:09.805667,51.0,
b8e1d679ea29c711,27.2040366,31.174807,2022-01-05 16:44:15.246786,51.0,
b8e1d679ea29c711,27.2040366,31.174807,2022-01-05 16:44:19.894750,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:44:24.942731,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:44:29.898282,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:44:34.961210,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:44:39.905113,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:45:51.085810,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:45:55.099459,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:00.095817,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:04.960955,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:09.808705,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:14.982863,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:19.880027,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:24.900334,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:29.897321,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:34.923222,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:39.878747,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:44.891004,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:49.968943,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:54.893207,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:46:59.910440,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:04.977572,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:09.914991,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:14.903325,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:19.958060,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:24.920344,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:30.559682,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:34.958478,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:40.155668,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:44.921779,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:49.936923,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:54.877694,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:47:59.879206,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:04.911599,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:09.924664,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:14.922543,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:19.862674,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:24.909351,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:29.911573,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:34.949603,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:40.038544,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:45.471529,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:49.898867,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:54.938458,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:48:59.899775,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:04.871392,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:09.844337,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:15.089913,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:20.690031,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:24.892851,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:29.858841,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:34.897163,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:39.936685,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:44.916846,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:50.422660,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:49:55.082499,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:50:00.071042,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:50:04.912477,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:50:09.883853,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:50:58.760793,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:50:59.869212,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:51:04.853057,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:51:10.086232,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:51:14.912635,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:51:19.902020,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:51:25.017806,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:51:29.956921,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:51:34.873783,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:52:08.285854,51.0,
b8e1d679ea29c711,27.2040366,31.174809,2022-01-05 16:52:09.872509,51.0,
b8e1d679ea29c711,27.2040374,31.1748075,2022-01-05 16:52:14.889276,51.0,
b8e1d679ea29c711,27.2040343,31.1748048,2022-01-05 16:52:34.903915,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:52:40.733642,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:52:44.940319,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:52:49.964224,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:52:54.911655,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:52:59.919820,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:53:05.367825,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:53:09.922520,51.0,
b8e1d679ea29c711,27.2040342,31.1748047,2022-01-05 16:53:14.945765,51.0,
b8e1d679ea29c711,27.21240209613208,31.160887526671843,2022-01-11 07:36:37.000000,51.0,
b8e1d679ea29c711,27.21240209613208,31.160887526671843,2022-01-11 07:39:13.000000,51.0,
b8e1d679ea29c711,27.2040345,31.155542354819456,2022-01-11 08:18:37.000000,51.0,
b8e1d679ea29c711,30.0430712912828,31.23601920417205,2022-01-11 11:00:47.000000,51.0,
b8e1d679ea29c711,30.043517085927625,31.237800190957937,2022-01-11 11:00:51.000000,51.0,
b8e1d679ea29c711,30.044074326412638,31.234409878763117,2022-01-11 11:01:15.000000,51.0,
b8e1d679ea29c711,30.043907154596276,31.234924862893973,2022-01-11 11:01:31.000000,51.0,
b8e1d679ea29c711,30.043925729256472,31.235826085122977,2022-01-11 11:01:34.000000,51.0,
b8e1d679ea29c711,30.044000027862424,31.236813138040457,2022-01-11 11:01:37.000000,51.0,
b8e1d679ea29c711,30.044000027862424,31.237800190957937,2022-01-11 11:01:39.000000,51.0,
b8e1d679ea29c711,30.043851430594792,31.23852975180999,2022-01-11 11:01:52.000000,51.0,
b8e1d679ea29c711,30.04344278695949,31.238143513711844,2022-01-11 11:01:59.000000,51.0,
b8e1d679ea29c711,30.043795706561983,31.23949534705535,2022-01-11 11:03:56.000000,51.0,
b8e1d679ea29c711,30.044334370899595,31.237049172433768,2022-01-11 12:11:37.000000,51.0,
b8e1d679ea29c711,30.044705861839727,31.234839032205496,2022-01-11 12:11:44.000000,51.0,
b8e1d679ea29c711,30.04546741391164,31.239409516366877,2022-01-11 12:11:48.000000,51.0,
b8e1d679ea29c711,30.04517022355577,31.239538262399588,2022-01-11 12:11:57.000000,51.0,
b8e1d679ea29c711,30.0444458183279,31.23550422004119,2022-01-11 13:49:03.000000,51.0,
b8e1d679ea29c711,30.043721407802757,31.236083577188406,2022-01-12 05:26:30.000000,51.0,
b8e1d679ea29c711,30.043925729256472,31.23734957984344,2022-01-12 05:26:36.000000,51.0,
b8e1d679ea29c711,30.044928755735093,31.237628529580984,2022-01-12 05:26:47.000000,51.0,
b8e1d679ea29c711,30.044260072544397,31.237156460794363,2022-01-12 07:11:02.000000,51.0,
b8e1d679ea29c711,30.04481730885003,31.23672730735198,2022-01-12 07:11:09.000000,51.0,
b8e1d679ea29c711,30.042569769909512,31.237628529580984,2022-01-12 08:20:27.000000,51.0,
b8e1d679ea29c711,30.042829818345936,31.237671444925223,2022-01-12 08:20:32.000000,51.0,
b8e1d679ea29c711,30.04320131492812,31.237671444925223,2022-01-12 08:20:34.000000,51.0,
b8e1d679ea29c711,30.043591384840084,31.23651273063079,2022-01-12 08:21:16.000000,51.0,
b8e1d679ea29c711,30.04353566066097,31.236641476663504,2022-01-12 08:21:18.000000,51.0,
b8e1d679ea29c711,30.04347993645052,31.237113545450125,2022-01-12 08:21:20.000000,51.0,
b8e1d679ea29c711,30.04347993645052,31.23747832587615,2022-01-12 08:21:23.000000,51.0,
b8e1d679ea29c711,30.043405637454494,31.23788602164641,2022-01-12 08:21:24.000000,51.0,
b8e1d679ea29c711,30.04370283310426,31.237907479318533,2022-01-12 08:21:28.000000,51.0,
b8e1d679ea29c711,30.04413005028875,31.23777873328582,2022-01-12 08:21:30.000000,51.0,
b8e1d679ea29c711,30.044557265630864,31.23752124122039,2022-01-12 08:21:32.000000,51.0,
b8e1d679ea29c711,30.04472443635016,31.23702771476165,2022-01-12 08:21:34.000000,51.0,
b8e1d679ea29c711,30.043164165332566,31.2382078867282,2022-01-12 10:52:55.000000,51.0,
b8e1d679ea29c711,30.044315796316013,31.237649987253103,2022-01-12 10:53:01.000000,51.0,
b8e1d679ea29c711,30.04353566066095,31.23850829413787,2022-01-12 10:57:49.000000,51.0,
b8e1d679ea29c711,30.042866968066825,31.23846537879363,2022-01-12 10:59:01.000000,51.0,
b8e1d679ea29c711,30.042142545996395,31.239795754465018,2022-01-12 10:59:24.000000,51.0,
b8e1d679ea29c711,30.042978417145964,31.238637040170584,2022-01-12 10:59:41.000000,51.0,
b8e1d679ea29c711,30.04262549463191,31.23786456397429,2022-01-12 11:03:44.000000,51.0,
b8e1d679ea29c711,30.043182740132075,31.23919493964568,2022-01-12 11:26:40.000000,51.0,
b8e1d679ea29c711,30.04435294547967,31.235847542795096,2022-01-12 11:27:52.000000,51.0,
b8e1d679ea29c711,30.04266264442944,31.2387657862033,2022-01-12 12:13:17.000000,51.0,
b8e1d679ea29c711,30.044018602505165,31.236126492532645,2022-01-12 12:15:10.000000,51.0,
b8e1d679ea29c711,30.044334370899595,31.237435410531912,2022-01-12 12:29:12.000000,51.0,
b8e1d679ea29c711,30.042551194995077,31.23827225974456,2022-01-12 14:22:00.000000,51.0,
b8e1d679ea29c711,30.04269979421305,31.23900182059661,2022-01-12 14:24:12.000000,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:14:38.152374,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:14:41.270798,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:14:46.363514,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:14:51.282365,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:14:56.310936,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:01.496441,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:06.322337,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:11.329237,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:16.270037,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:21.359575,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:26.304722,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:31.384010,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:36.306214,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:41.326132,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:46.338335,51.0,
b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:51.309316,51.0,
b8e1d679ea29c711,27.2040131,31.1747853,2022-01-13 09:30:04.310222,51.0,
b8e1d679ea29c711,27.2040131,31.1747853,2022-01-13 09:30:06.262320,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:33.232377,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:36.286436,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:41.278260,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:46.293617,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:51.539152,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:56.274347,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:01.350204,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:06.356014,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:11.321771,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:16.270985,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:21.263574,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:26.290601,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:32.151089,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:36.426803,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:41.329551,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:46.249393,51.0,
b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:51.427426,51.0,
