collector_id,device_id,latitude,longitude,snapshot_datetime,destination_request_id
157.0,0891846aad4e869e,29.9526326,30.8882841,2022-02-22 15:51:02.869005,
157.0,0891846aad4e869e,29.9526326,30.8882841,2022-02-22 15:51:05.639681,
157.0,0891846aad4e869e,29.9526376,30.8882827,2022-02-22 15:51:12.002744,
157.0,0891846aad4e869e,29.9526376,30.8882827,2022-02-22 15:51:15.387694,
157.0,0891846aad4e869e,29.9526425,30.8882817,2022-02-22 15:51:21.876488,
157.0,0891846aad4e869e,29.9526425,30.8882817,2022-02-22 15:51:26.491317,
157.0,0891846aad4e869e,29.9526427,30.8882757,2022-02-22 15:51:37.686963,
157.0,0891846aad4e869e,29.9526427,30.8882757,2022-02-22 15:51:37.796584,
157.0,0891846aad4e869e,29.9526391,30.8882811,2022-02-22 15:51:44.976080,
157.0,0891846aad4e869e,29.9526391,30.8882811,2022-02-22 15:51:46.845121,
157.0,0891846aad4e869e,29.9526379,30.8882829,2022-02-22 15:51:51.996778,
157.0,0891846aad4e869e,29.9526379,30.8882829,2022-02-22 15:51:55.825852,
157.0,0891846aad4e869e,29.9526369,30.8882823,2022-02-22 15:52:02.566560,
157.0,0891846aad4e869e,29.9526369,30.8882823,2022-02-22 15:52:06.774277,
157.0,0891846aad4e869e,29.9526406,30.8882818,2022-02-22 15:52:11.713856,
157.0,0891846aad4e869e,29.9526406,30.8882818,2022-02-22 15:52:15.354071,
157.0,0891846aad4e869e,29.9526403,30.8882812,2022-02-22 15:52:21.382844,
157.0,0891846aad4e869e,29.9526403,30.8882812,2022-02-22 15:52:25.339830,
157.0,0891846aad4e869e,29.9526415,30.8882805,2022-02-22 15:52:31.649461,
157.0,0891846aad4e869e,29.9526415,30.8882805,2022-02-22 15:52:35.367643,
157.0,0891846aad4e869e,29.9526334,30.8882842,2022-02-22 15:52:41.375942,
157.0,0891846aad4e869e,29.9526334,30.8882842,2022-02-22 15:52:45.262107,
157.0,0891846aad4e869e,29.9526341,30.8882852,2022-02-22 15:53:07.886971,
157.0,0891846aad4e869e,29.9526341,30.8882852,2022-02-22 15:53:09.556514,
157.0,0891846aad4e869e,29.9526346,30.8882852,2022-02-22 15:53:16.203826,
157.0,0891846aad4e869e,29.9526346,30.8882852,2022-02-22 15:53:19.202053,
157.0,0891846aad4e869e,29.9526419,30.8882755,2022-02-22 15:53:24.867162,
157.0,0891846aad4e869e,29.9526419,30.8882755,2022-02-22 15:53:30.940842,
157.0,0891846aad4e869e,29.9526399,30.8882811,2022-02-22 15:53:39.343370,
157.0,0891846aad4e869e,29.9526346,30.8882844,2022-02-22 15:53:42.436834,
157.0,0891846aad4e869e,29.9526346,30.8882844,2022-02-22 15:53:47.629595,
157.0,0891846aad4e869e,29.9526399,30.8882811,2022-02-22 15:53:53.879079,
157.0,0891846aad4e869e,29.9526349,30.8882842,2022-02-22 15:53:55.931658,
157.0,0891846aad4e869e,29.9526349,30.8882842,2022-02-22 15:53:58.340328,
157.0,0891846aad4e869e,29.9526353,30.8882836,2022-02-22 15:54:02.466966,
157.0,0891846aad4e869e,29.9526353,30.8882836,2022-02-22 15:54:05.587753,
157.0,0891846aad4e869e,29.9526392,30.88828,2022-02-22 15:54:11.184258,
157.0,0891846aad4e869e,29.9526392,30.88828,2022-02-22 15:54:15.514545,
157.0,0891846aad4e869e,29.9526392,30.88828,2022-02-22 15:54:20.425496,
157.0,0891846aad4e869e,29.9526392,30.88828,2022-02-22 15:54:55.312937,
157.0,0891846aad4e869e,29.9526392,30.88828,2022-02-22 15:54:55.566658,
157.0,0891846aad4e869e,29.9526389,30.8882804,2022-02-22 15:55:03.597825,
157.0,0891846aad4e869e,29.9526389,30.8882804,2022-02-22 15:55:04.555668,
157.0,0891846aad4e869e,29.9526326,30.8882845,2022-02-22 15:55:14.793178,
157.0,0891846aad4e869e,29.9526326,30.8882845,2022-02-22 15:55:17.776816,
157.0,0891846aad4e869e,29.9526403,30.8882814,2022-02-22 15:55:23.891946,
157.0,0891846aad4e869e,29.9526403,30.8882814,2022-02-22 15:55:27.748054,
157.0,0891846aad4e869e,29.9526406,30.8882818,2022-02-22 15:55:33.891535,
157.0,0891846aad4e869e,29.9526406,30.8882818,2022-02-22 15:55:37.718878,
157.0,0891846aad4e869e,29.9526384,30.8882825,2022-02-22 15:55:43.902810,
157.0,0891846aad4e869e,29.9526384,30.8882825,2022-02-22 15:55:47.894857,
157.0,0891846aad4e869e,29.9526359,30.8882796,2022-02-22 15:57:56.595191,
157.0,0891846aad4e869e,29.9526359,30.8882796,2022-02-22 15:58:02.876903,
157.0,0891846aad4e869e,29.9526408,30.8882775,2022-02-22 15:58:05.817674,
157.0,0891846aad4e869e,29.9526408,30.8882775,2022-02-22 15:58:09.919147,
157.0,0891846aad4e869e,29.9526414,30.8882752,2022-02-22 15:58:15.852094,
157.0,0891846aad4e869e,29.9526332,30.8882815,2022-02-22 15:58:30.370920,
157.0,0891846aad4e869e,29.9526332,30.8882815,2022-02-22 15:58:34.136855,
157.0,0891846aad4e869e,29.9526421,30.8882806,2022-02-22 15:58:40.544090,
157.0,0891846aad4e869e,29.9526421,30.8882806,2022-02-22 15:58:44.067986,
157.0,0891846aad4e869e,29.952643,30.8882761,2022-02-22 15:58:50.340914,
157.0,0891846aad4e869e,29.952643,30.8882761,2022-02-22 15:58:54.544661,
157.0,0891846aad4e869e,29.9526402,30.8882759,2022-02-22 15:59:00.508033,
157.0,0891846aad4e869e,29.9526402,30.8882759,2022-02-22 15:59:04.060713,
157.0,0891846aad4e869e,29.9526424,30.8882745,2022-02-22 15:59:10.280935,
157.0,0891846aad4e869e,29.9526424,30.8882745,2022-02-22 15:59:14.029230,
