collector_id,device_id,latitude,longitude,snapshot_datetime,destination_request_id
99.0,a5f55343f48cf3b2,30.919641,30.3056826,2022-01-22 22:02:39.119170,
99.0,a5f55343f48cf3b2,30.9196672,30.3056346,2022-01-22 22:02:44.272240,
99.0,a5f55343f48cf3b2,30.9196892,30.3055943,2022-01-22 22:02:49.039403,
99.0,a5f55343f48cf3b2,30.9197083,30.3055595,2022-01-22 22:02:54.121061,
99.0,a5f55343f48cf3b2,30.9197253,30.3055285,2022-01-22 22:02:59.316565,
99.0,a5f55343f48cf3b2,30.9197409,30.3055,2022-01-22 22:03:04.443683,
99.0,a5f55343f48cf3b2,30.9197557,30.305473,2022-01-22 22:03:09.036280,
99.0,a5f55343f48cf3b2,30.91977,30.3054469,2022-01-22 22:03:14.975601,
99.0,a5f55343f48cf3b2,30.9197841,30.3054211,2022-01-22 22:03:19.468982,
99.0,a5f55343f48cf3b2,30.9197982,30.3053952,2022-01-22 22:03:25.760886,
99.0,a5f55343f48cf3b2,30.9198122,30.3053693,2022-01-22 22:03:29.778075,
99.0,a5f55343f48cf3b2,30.9172061,30.3056643,2022-01-23 07:44:30.982975,
99.0,a5f55343f48cf3b2,30.9172061,30.3056643,2022-01-23 07:44:33.073952,
99.0,a5f55343f48cf3b2,30.9172061,30.3056643,2022-01-23 07:44:37.693788,
99.0,a5f55343f48cf3b2,30.9201487,30.3055299,2022-01-23 07:44:43.998952,
99.0,a5f55343f48cf3b2,30.9201487,30.3055299,2022-01-23 07:44:50.093814,
99.0,a5f55343f48cf3b2,30.9201487,30.3055299,2022-01-23 07:44:52.706922,
99.0,a5f55343f48cf3b2,30.9201487,30.3055299,2022-01-23 07:44:57.632649,
99.0,a5f55343f48cf3b2,30.9172061,30.3056643,2022-01-23 07:45:04.531617,
99.0,a5f55343f48cf3b2,30.9172102,30.3056584,2022-01-23 07:45:07.818739,
99.0,a5f55343f48cf3b2,30.9172106,30.3056579,2022-01-23 07:45:14.506885,
99.0,a5f55343f48cf3b2,30.9172108,30.3056576,2022-01-23 07:45:19.279888,
99.0,a5f55343f48cf3b2,30.917211,30.3056573,2022-01-23 07:45:22.713975,
99.0,a5f55343f48cf3b2,30.9172111,30.3056572,2022-01-23 07:45:27.812173,
99.0,a5f55343f48cf3b2,30.9172108,30.3056642,2022-01-23 07:45:41.421405,
99.0,a5f55343f48cf3b2,30.917055,30.3047567,2022-01-23 07:45:46.908549,
99.0,a5f55343f48cf3b2,30.917055,30.3047567,2022-01-23 07:45:53.494152,
99.0,a5f55343f48cf3b2,30.9171582,30.3049016,2022-01-23 07:45:54.997523,
99.0,a5f55343f48cf3b2,30.9171582,30.3049016,2022-01-23 07:45:57.663787,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:04.535172,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:08.058768,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:14.091327,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:18.888952,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:22.744111,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:29.017166,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:32.819171,
99.0,a5f55343f48cf3b2,30.917305,30.305435,2022-01-23 07:46:39.175136,
99.0,a5f55343f48cf3b2,31.1299433,30.1000033,2022-01-23 08:58:48.798756,
99.0,a5f55343f48cf3b2,31.1299433,30.1000033,2022-01-23 08:58:51.264040,
99.0,a5f55343f48cf3b2,31.1303143,30.0993962,2022-01-23 08:58:57.364747,
99.0,a5f55343f48cf3b2,31.1310078,30.0981799,2022-01-23 08:59:02.274829,
99.0,a5f55343f48cf3b2,31.1310078,30.0981799,2022-01-23 08:59:06.753190,
99.0,a5f55343f48cf3b2,31.1323633,30.0969133,2022-01-23 08:59:12.706570,
99.0,a5f55343f48cf3b2,31.1323633,30.0969133,2022-01-23 08:59:16.273943,
99.0,a5f55343f48cf3b2,31.1334292,30.0959436,2022-01-23 08:59:22.497451,
99.0,a5f55343f48cf3b2,31.1334292,30.0959436,2022-01-23 08:59:26.123258,
99.0,a5f55343f48cf3b2,31.1338433,30.095415,2022-01-23 08:59:32.521187,
99.0,a5f55343f48cf3b2,31.1338433,30.095415,2022-01-23 08:59:36.518256,
99.0,a5f55343f48cf3b2,31.1338433,30.095415,2022-01-23 08:59:42.065538,
99.0,a5f55343f48cf3b2,31.1338433,30.095415,2022-01-23 08:59:46.134050,
99.0,a5f55343f48cf3b2,31.2238968,29.9754496,2022-01-23 09:38:48.051560,
99.0,a5f55343f48cf3b2,31.2238968,29.9754496,2022-01-23 09:38:50.687079,
99.0,a5f55343f48cf3b2,31.2239101,29.9754847,2022-01-23 09:38:58.085338,
99.0,a5f55343f48cf3b2,31.2239101,29.9754847,2022-01-23 09:39:00.675743,
99.0,a5f55343f48cf3b2,31.2238976,29.9754718,2022-01-23 09:39:08.063915,
99.0,a5f55343f48cf3b2,31.2238976,29.9754718,2022-01-23 09:39:10.646134,
99.0,a5f55343f48cf3b2,31.2238557,29.9754765,2022-01-23 09:39:20.545238,
99.0,a5f55343f48cf3b2,31.2238557,29.9754765,2022-01-23 09:39:20.594951,
99.0,a5f55343f48cf3b2,31.2238519,29.9754362,2022-01-23 09:39:27.509905,
99.0,a5f55343f48cf3b2,31.2238519,29.9754362,2022-01-23 09:39:30.659677,
99.0,a5f55343f48cf3b2,31.2238717,29.975498299999998,2022-01-23 09:39:40.731345,
99.0,a5f55343f48cf3b2,31.2238717,29.975498299999998,2022-01-23 09:39:40.892626,
99.0,a5f55343f48cf3b2,31.22388,29.975515,2022-01-23 09:39:47.104607,
99.0,a5f55343f48cf3b2,31.22388,29.975515,2022-01-23 09:39:50.714371,
99.0,a5f55343f48cf3b2,31.2238781,29.9755183,2022-01-23 09:39:56.921191,
99.0,a5f55343f48cf3b2,31.2238781,29.9755183,2022-01-23 09:40:00.595879,
99.0,a5f55343f48cf3b2,31.2238783,29.9755217,2022-01-23 09:40:07.065674,
99.0,a5f55343f48cf3b2,31.2238783,29.9755217,2022-01-23 09:40:11.332052,
99.0,a5f55343f48cf3b2,31.2238817,29.9755216,2022-01-23 09:40:17.048081,
99.0,a5f55343f48cf3b2,31.2238817,29.9755216,2022-01-23 09:40:20.757073,
99.0,a5f55343f48cf3b2,31.2238817,29.9755067,2022-01-23 09:40:27.515486,
99.0,a5f55343f48cf3b2,31.2238817,29.9755067,2022-01-23 09:40:30.704103,
99.0,a5f55343f48cf3b2,31.2238833,29.975515,2022-01-23 09:40:37.535242,
99.0,a5f55343f48cf3b2,31.2238833,29.975515,2022-01-23 09:40:40.742427,
99.0,a5f55343f48cf3b2,31.2238767,29.9755383,2022-01-23 09:40:47.096526,
99.0,a5f55343f48cf3b2,31.2238767,29.9755383,2022-01-23 09:40:50.651265,
99.0,a5f55343f48cf3b2,31.2239148,29.9754754,2022-01-23 10:22:00.594923,
99.0,a5f55343f48cf3b2,31.2239148,29.9754754,2022-01-23 10:22:02.549230,
99.0,a5f55343f48cf3b2,31.2238943,29.9754344,2022-01-23 10:22:09.094793,
99.0,a5f55343f48cf3b2,31.2238943,29.9754344,2022-01-23 10:22:12.564612,
99.0,a5f55343f48cf3b2,31.223905,29.9754267,2022-01-23 10:22:20.355649,
99.0,a5f55343f48cf3b2,31.223905,29.9754267,2022-01-23 10:22:22.557730,
99.0,a5f55343f48cf3b2,31.22396,29.9753183,2022-01-23 10:22:29.405472,
99.0,a5f55343f48cf3b2,31.22396,29.9753183,2022-01-23 10:22:32.554422,
99.0,a5f55343f48cf3b2,31.2240083,29.9753967,2022-01-23 10:22:38.818516,
99.0,a5f55343f48cf3b2,31.2240083,29.9753967,2022-01-23 10:22:42.506966,
99.0,a5f55343f48cf3b2,31.224,29.9754017,2022-01-23 10:22:49.416473,
99.0,a5f55343f48cf3b2,31.224,29.9754017,2022-01-23 10:22:52.509141,
99.0,a5f55343f48cf3b2,31.2239867,29.9754267,2022-01-23 10:22:59.378847,
99.0,a5f55343f48cf3b2,31.2239867,29.9754267,2022-01-23 10:23:02.529039,
99.0,a5f55343f48cf3b2,31.2239967,29.9754617,2022-01-23 10:23:09.333226,
99.0,a5f55343f48cf3b2,31.2239967,29.9754617,2022-01-23 10:23:12.601301,
99.0,a5f55343f48cf3b2,31.224005,29.9754417,2022-01-23 10:23:20.941117,
99.0,a5f55343f48cf3b2,31.224005,29.9754417,2022-01-23 10:23:22.505786,
99.0,a5f55343f48cf3b2,31.2240083,29.97544,2022-01-23 10:23:31.415042,
99.0,a5f55343f48cf3b2,31.2240083,29.97544,2022-01-23 10:23:33.315951,
99.0,a5f55343f48cf3b2,31.2239967,29.975435,2022-01-23 10:23:39.412656,
99.0,a5f55343f48cf3b2,31.2239967,29.975435,2022-01-23 10:23:42.624964,
99.0,a5f55343f48cf3b2,31.2239983,29.9754217,2022-01-23 10:23:49.904683,
99.0,a5f55343f48cf3b2,31.2239983,29.9754217,2022-01-23 10:23:52.550874,
99.0,a5f55343f48cf3b2,31.2239983,29.9754217,2022-01-23 10:23:58.834495,
99.0,a5f55343f48cf3b2,31.223888,29.9755024,2022-01-23 10:24:04.184052,
99.0,a5f55343f48cf3b2,31.223888,29.9755024,2022-01-23 10:24:07.556157,
99.0,a5f55343f48cf3b2,31.2238892,29.9754908,2022-01-23 10:24:13.897578,
99.0,a5f55343f48cf3b2,31.2238892,29.9754908,2022-01-23 10:24:17.556033,
99.0,a5f55343f48cf3b2,31.2238917,29.9754783,2022-01-23 10:24:23.913525,
99.0,a5f55343f48cf3b2,31.2238917,29.9754783,2022-01-23 10:24:27.686913,
99.0,a5f55343f48cf3b2,31.2238817,29.97547,2022-01-23 10:24:34.979190,
99.0,a5f55343f48cf3b2,31.2238817,29.97547,2022-01-23 10:24:37.490473,
99.0,a5f55343f48cf3b2,31.2237522,29.9754819,2022-01-23 10:45:44.378657,
99.0,a5f55343f48cf3b2,31.2237522,29.9754819,2022-01-23 10:45:44.754005,
99.0,a5f55343f48cf3b2,31.2238559,29.9755068,2022-01-23 10:56:06.314737,
99.0,a5f55343f48cf3b2,31.2238654,29.9755031,2022-01-23 11:11:24.968546,
99.0,a5f55343f48cf3b2,31.2238654,29.9755031,2022-01-23 11:11:28.603789,
99.0,a5f55343f48cf3b2,31.2237333,29.9755562,2022-01-23 11:11:38.361383,
99.0,a5f55343f48cf3b2,31.2237333,29.9755562,2022-01-23 11:11:38.513023,
99.0,a5f55343f48cf3b2,31.22379,29.97552,2022-01-23 11:11:46.333644,
99.0,a5f55343f48cf3b2,31.22379,29.97552,2022-01-23 11:11:48.546708,
99.0,a5f55343f48cf3b2,31.223805,29.9756067,2022-01-23 11:11:56.802279,
99.0,a5f55343f48cf3b2,31.223805,29.9756067,2022-01-23 11:11:58.582738,
99.0,a5f55343f48cf3b2,31.223815,29.9755417,2022-01-23 11:12:05.789328,
99.0,a5f55343f48cf3b2,31.223815,29.9755417,2022-01-23 11:12:08.552705,
99.0,a5f55343f48cf3b2,31.2238215,29.9755384,2022-01-23 11:12:14.919911,
99.0,a5f55343f48cf3b2,31.2238215,29.9755384,2022-01-23 11:12:18.421595,
99.0,a5f55343f48cf3b2,31.223835,29.975485,2022-01-23 11:12:26.412714,
99.0,a5f55343f48cf3b2,31.223835,29.975485,2022-01-23 11:12:28.505060,
99.0,a5f55343f48cf3b2,31.2238433,29.975455,2022-01-23 11:12:35.424921,
99.0,a5f55343f48cf3b2,31.2238433,29.975455,2022-01-23 11:12:38.489085,
99.0,a5f55343f48cf3b2,31.223845,29.9754767,2022-01-23 11:12:45.459563,
99.0,a5f55343f48cf3b2,31.223845,29.9754767,2022-01-23 11:12:48.908810,
99.0,a5f55343f48cf3b2,31.2238483,29.9754783,2022-01-23 11:12:54.819198,
99.0,a5f55343f48cf3b2,31.2238483,29.9754783,2022-01-23 11:12:58.628278,
99.0,a5f55343f48cf3b2,31.2238569,29.9754926,2022-01-23 11:43:29.855338,
99.0,a5f55343f48cf3b2,31.2238569,29.9754926,2022-01-23 11:43:33.320841,
99.0,a5f55343f48cf3b2,31.223772,29.975421,2022-01-23 11:55:29.315190,
99.0,a5f55343f48cf3b2,31.223772,29.975421,2022-01-23 11:55:30.796440,
99.0,a5f55343f48cf3b2,31.2237063,29.9754488,2022-01-23 11:55:37.941737,
99.0,a5f55343f48cf3b2,31.2237063,29.9754488,2022-01-23 11:55:41.073073,
99.0,a5f55343f48cf3b2,31.2237192,29.9754562,2022-01-23 11:55:47.167471,
99.0,a5f55343f48cf3b2,31.2237192,29.9754562,2022-01-23 11:55:50.801091,
99.0,a5f55343f48cf3b2,31.2237567,29.9754833,2022-01-23 11:55:57.209167,
99.0,a5f55343f48cf3b2,31.2237567,29.9754833,2022-01-23 11:56:00.822251,
99.0,a5f55343f48cf3b2,31.2237567,29.9754783,2022-01-23 11:56:07.125061,
99.0,a5f55343f48cf3b2,31.2237567,29.9754783,2022-01-23 11:56:10.870228,
99.0,a5f55343f48cf3b2,31.223775,29.9754733,2022-01-23 11:56:17.288599,
99.0,a5f55343f48cf3b2,31.223775,29.9754733,2022-01-23 11:56:20.846903,
99.0,a5f55343f48cf3b2,31.2237734,29.9754664,2022-01-23 11:56:47.370810,
99.0,a5f55343f48cf3b2,30.9199725,30.3049132,2022-01-23 17:12:48.415738,
99.0,a5f55343f48cf3b2,30.9199725,30.3049132,2022-01-23 17:12:51.710740,
99.0,a5f55343f48cf3b2,30.9199725,30.3049132,2022-01-23 17:12:54.645662,
99.0,a5f55343f48cf3b2,30.9199781,30.3049137,2022-01-23 17:13:01.092360,
99.0,a5f55343f48cf3b2,30.9199781,30.3049137,2022-01-23 17:13:04.797883,
99.0,a5f55343f48cf3b2,30.9199761,30.3049136,2022-01-23 17:13:09.742290,
99.0,a5f55343f48cf3b2,30.9199782,30.304914,2022-01-23 17:13:16.033456,
99.0,a5f55343f48cf3b2,30.918572,30.3073116,2022-01-23 17:13:20.900646,
99.0,a5f55343f48cf3b2,30.918572,30.3073116,2022-01-23 17:13:25.469817,
99.0,a5f55343f48cf3b2,30.9172965,30.3057734,2022-01-23 17:13:31.093636,
99.0,a5f55343f48cf3b2,30.9173482,30.3058873,2022-01-23 17:13:38.054347,
99.0,a5f55343f48cf3b2,30.9173482,30.3058873,2022-01-23 17:13:40.157727,
99.0,a5f55343f48cf3b2,30.9174331,30.3059065,2022-01-23 17:13:46.350059,
99.0,a5f55343f48cf3b2,30.9174331,30.3059065,2022-01-23 17:13:49.919615,
99.0,a5f55343f48cf3b2,30.9174365,30.3060231,2022-01-23 17:13:56.084156,
99.0,a5f55343f48cf3b2,30.9174365,30.3060231,2022-01-23 17:13:59.838246,
99.0,a5f55343f48cf3b2,30.9174031,30.3060846,2022-01-23 17:14:06.546908,
99.0,a5f55343f48cf3b2,30.9174031,30.3060846,2022-01-23 17:14:09.762713,
99.0,a5f55343f48cf3b2,30.91738,30.306125,2022-01-23 17:14:16.145591,
99.0,a5f55343f48cf3b2,30.91738,30.306125,2022-01-23 17:14:24.579379,
99.0,a5f55343f48cf3b2,30.91733,30.306055,2022-01-23 17:14:27.267361,
99.0,a5f55343f48cf3b2,30.91733,30.306055,2022-01-23 17:14:30.690159,
99.0,a5f55343f48cf3b2,30.91727,30.30616,2022-01-23 17:14:36.732321,
99.0,a5f55343f48cf3b2,30.91727,30.30616,2022-01-23 17:14:43.075051,
99.0,a5f55343f48cf3b2,30.917395,30.306,2022-01-23 17:14:46.579835,
99.0,a5f55343f48cf3b2,30.917395,30.306,2022-01-23 17:14:49.928104,
99.0,a5f55343f48cf3b2,30.9174367,30.30607,2022-01-23 17:14:56.167518,
99.0,a5f55343f48cf3b2,30.9174367,30.30607,2022-01-23 17:14:59.659951,
99.0,a5f55343f48cf3b2,30.9174367,30.30607,2022-01-23 17:15:05.669913,
99.0,a5f55343f48cf3b2,30.9173861,30.305937,2022-01-23 17:15:10.761508,
99.0,a5f55343f48cf3b2,30.9173861,30.305937,2022-01-23 17:15:14.778650,
99.0,a5f55343f48cf3b2,30.9173857,30.3059361,2022-01-23 17:15:20.986365,
99.0,a5f55343f48cf3b2,30.9168792,30.3048894,2022-01-23 19:30:37.372103,
99.0,a5f55343f48cf3b2,30.9168792,30.3048894,2022-01-23 19:30:39.135050,
99.0,a5f55343f48cf3b2,30.9168925,30.3048863,2022-01-23 19:30:43.527955,
99.0,a5f55343f48cf3b2,30.9168925,30.3048863,2022-01-23 19:30:44.994747,
99.0,a5f55343f48cf3b2,30.9168445,30.3048938,2022-01-23 19:30:52.761869,
99.0,a5f55343f48cf3b2,30.9168445,30.3048938,2022-01-23 19:30:58.897858,
99.0,a5f55343f48cf3b2,30.9168429,30.3048937,2022-01-23 19:30:59.166307,
99.0,a5f55343f48cf3b2,30.9168429,30.3048937,2022-01-23 19:31:14.699972,
99.0,a5f55343f48cf3b2,30.9169396,30.3049516,2022-01-23 19:31:17.297201,
99.0,a5f55343f48cf3b2,30.9169396,30.3049516,2022-01-23 19:31:17.411928,
99.0,a5f55343f48cf3b2,30.9169716,30.3049615,2022-01-23 19:31:22.767858,
99.0,a5f55343f48cf3b2,30.9169716,30.3049615,2022-01-23 19:31:25.296014,
99.0,a5f55343f48cf3b2,30.9170569,30.3051015,2022-01-23 19:31:30.921502,
99.0,a5f55343f48cf3b2,30.9170569,30.3051015,2022-01-23 19:31:34.476037,
99.0,a5f55343f48cf3b2,30.9168864,30.3053162,2022-01-23 19:31:40.493576,
99.0,a5f55343f48cf3b2,30.9168864,30.3053162,2022-01-23 19:31:43.808172,
99.0,a5f55343f48cf3b2,30.9168178,30.3053766,2022-01-23 19:31:50.834289,
99.0,a5f55343f48cf3b2,30.9168178,30.3053766,2022-01-23 19:31:55.375778,
99.0,a5f55343f48cf3b2,30.9169024,30.3054394,2022-01-23 19:32:01.249302,
99.0,a5f55343f48cf3b2,30.9169024,30.3054394,2022-01-23 19:32:04.918915,
99.0,a5f55343f48cf3b2,30.9168727,30.305472,2022-01-23 19:32:10.135775,
99.0,a5f55343f48cf3b2,30.9168727,30.305472,2022-01-23 19:32:16.980661,
99.0,a5f55343f48cf3b2,30.9168758,30.3054689,2022-01-23 19:32:22.335613,
99.0,a5f55343f48cf3b2,30.9168758,30.3054689,2022-01-23 19:32:23.815401,
99.0,a5f55343f48cf3b2,30.9168066,30.3054116,2022-01-23 19:32:30.490789,
99.0,a5f55343f48cf3b2,30.9168066,30.3054116,2022-01-23 19:32:34.599530,
99.0,a5f55343f48cf3b2,30.917335,30.305875,2022-01-23 22:24:08.177345,
99.0,a5f55343f48cf3b2,30.917335,30.305875,2022-01-23 22:24:09.956954,
99.0,a5f55343f48cf3b2,30.9173514,30.3058694,2022-01-23 22:24:11.954546,
99.0,a5f55343f48cf3b2,30.9173514,30.3058694,2022-01-23 22:24:15.895665,
99.0,a5f55343f48cf3b2,30.9174904,30.3058221,2022-01-23 22:24:20.562676,
99.0,a5f55343f48cf3b2,30.9177381,30.3057377,2022-01-23 22:24:26.105367,
99.0,a5f55343f48cf3b2,30.9179622,30.305661399999998,2022-01-23 22:24:30.501549,
99.0,a5f55343f48cf3b2,30.9181687,30.305591,2022-01-23 22:24:55.679605,
99.0,a5f55343f48cf3b2,30.9182906,30.3055203,2022-01-23 22:24:56.362070,
99.0,a5f55343f48cf3b2,30.918101,30.3056141,2022-01-23 22:24:56.466767,
99.0,a5f55343f48cf3b2,30.9181903,30.3055837,2022-01-23 22:24:56.642699,
99.0,a5f55343f48cf3b2,30.917658199999998,30.305759899999998,2022-01-23 22:25:00.177418,
99.0,a5f55343f48cf3b2,30.9176633,30.3057577,2022-01-23 22:25:09.909069,
99.0,a5f55343f48cf3b2,30.917776,30.3057061,2022-01-23 22:25:10.053350,
99.0,a5f55343f48cf3b2,30.920288,30.3062508,2022-01-23 22:25:11.100956,
99.0,a5f55343f48cf3b2,30.9175454,30.3059877,2022-01-23 22:25:22.802675,
99.0,a5f55343f48cf3b2,30.9175454,30.3059877,2022-01-23 22:25:23.461347,
99.0,a5f55343f48cf3b2,30.917545,30.3059883,2022-01-23 22:25:27.471945,
99.0,a5f55343f48cf3b2,30.917545,30.3059883,2022-01-23 22:25:32.226647,
99.0,a5f55343f48cf3b2,30.9174909,30.3059269,2022-01-23 22:25:36.854026,
99.0,a5f55343f48cf3b2,30.9174855,30.3059242,2022-01-23 22:25:43.115529,
99.0,a5f55343f48cf3b2,30.9174668,30.305956,2022-01-23 22:25:48.592105,
99.0,a5f55343f48cf3b2,30.9174085,30.3060102,2022-01-23 22:25:51.568750,
99.0,a5f55343f48cf3b2,30.9174085,30.3060102,2022-01-23 22:25:58.077908,
99.0,a5f55343f48cf3b2,30.9174115,30.3059891,2022-01-23 22:26:00.524147,
99.0,a5f55343f48cf3b2,30.9173255,30.3058326,2022-01-23 22:26:07.048883,
99.0,a5f55343f48cf3b2,30.9173255,30.3058326,2022-01-23 22:26:12.456963,
99.0,a5f55343f48cf3b2,30.9172638,30.305682,2022-01-23 22:26:26.185389,
99.0,a5f55343f48cf3b2,30.9172231,30.3056391,2022-01-23 22:26:36.279876,
99.0,a5f55343f48cf3b2,31.091205,30.2778167,2022-01-24 08:15:06.753472,
99.0,a5f55343f48cf3b2,31.091205,30.2778167,2022-01-24 08:15:10.607817,
99.0,a5f55343f48cf3b2,31.091205,30.2778167,2022-01-24 08:15:15.113219,
99.0,a5f55343f48cf3b2,31.09211,30.27486,2022-01-24 08:15:21.216485,
99.0,a5f55343f48cf3b2,31.09211,30.27486,2022-01-24 08:15:25.662996,
99.0,a5f55343f48cf3b2,31.0926433,30.27222,2022-01-24 08:15:34.726677,
99.0,a5f55343f48cf3b2,31.0926433,30.27222,2022-01-24 08:15:35.200384,
99.0,a5f55343f48cf3b2,31.0929046,30.2708278,2022-01-24 08:15:40.753535,
99.0,a5f55343f48cf3b2,31.0931599,30.2698864,2022-01-24 08:15:45.386216,
99.0,a5f55343f48cf3b2,31.0934714,30.2688491,2022-01-24 08:15:50.113697,
99.0,a5f55343f48cf3b2,31.0937652,30.2677771,2022-01-24 08:15:55.180403,
99.0,a5f55343f48cf3b2,31.0940462,30.2667414,2022-01-24 08:16:00.642132,
99.0,a5f55343f48cf3b2,31.0943111,30.2657359,2022-01-24 08:16:05.778151,
99.0,a5f55343f48cf3b2,31.0945742,30.2647393,2022-01-24 08:16:13.022987,
99.0,a5f55343f48cf3b2,31.094828,30.2637537,2022-01-24 08:16:15.870080,
99.0,a5f55343f48cf3b2,31.0996217,30.245755,2022-01-24 08:17:40.357993,
99.0,a5f55343f48cf3b2,31.0996217,30.245755,2022-01-24 08:17:45.267225,
99.0,a5f55343f48cf3b2,31.100385,30.24301,2022-01-24 08:17:51.560449,
99.0,a5f55343f48cf3b2,31.100385,30.24301,2022-01-24 08:17:55.233251,
99.0,a5f55343f48cf3b2,31.1008746,30.2406847,2022-01-24 08:18:02.108976,
99.0,a5f55343f48cf3b2,31.1008746,30.2406847,2022-01-24 08:18:05.140237,
99.0,a5f55343f48cf3b2,31.1014267,30.2387017,2022-01-24 08:18:11.486175,
99.0,a5f55343f48cf3b2,31.1014267,30.2387017,2022-01-24 08:18:15.154644,
99.0,a5f55343f48cf3b2,31.1019333,30.23661,2022-01-24 08:18:21.884495,
99.0,a5f55343f48cf3b2,31.1019333,30.23661,2022-01-24 08:18:25.157532,
99.0,a5f55343f48cf3b2,31.1019333,30.2366101,2022-01-24 08:18:30.832746,
99.0,a5f55343f48cf3b2,31.1019333,30.2366101,2022-01-24 08:18:35.097012,
99.0,a5f55343f48cf3b2,31.1019332,30.2366107,2022-01-24 08:18:41.002777,
